Allocated,AllocatedCmodeTB,AllocatedGB,AllocatedTB,Areas,AutoDetected,AvailInodes,Available,AvailableGB,AvailableTB,BaR_MPX,BaR_Master,BaR_Max_Jobs,BaR_NFS_Client,BaR_Priority,BaR_STU,BaR_Special,BaR_Tier,BaR_Vol_By_Qtree,BusinessGroup,CIFS,CachedCells,Cell,CreatedBySTART,DNSName,DeduplicationStatus,Disk,DiskPool,DiskType,FileServer,InfoCollectionTime,InodesUtilization,IsCache,MaxUsageFactor,MountDir,MountName,NoBackup,OverAllocationAllowed,PercentSpaceSavedFromDeduplication,PhysicalDisks,Policies,Pool_1_Name,Pool_1_Protection,Pool_1_SizeGB,Pool_1_SizeTB,Pool_1_UsedGB,Pool_1_UsedPercent,Pool_1_UsedTB,Pool_2_Name,Pool_2_Protection,Pool_2_SizeGB,Pool_2_SizeTB,Pool_2_UsedGB,Pool_2_UsedPercent,Pool_2_UsedTB,Pool_3_Name,Pool_3_Protection,Pool_3_SizeGB,Pool_3_SizeTB,Pool_3_UsedGB,Pool_3_UsedPercent,Pool_3_UsedTB,Project,RaidType,Reserved,SetupTime,SharedPool,Size,SizeGB,SizeTB,SizeWithSnapshot,SizeWithSnapshotGB,SizeWithSnapshotTB,SlownessDuration1,SlownessDuration14,SlownessDuration30,SlownessDuration60,SlownessDuration7,SlownessEvents1,SlownessEvents14,SlownessEvents30,SlownessEvents60,SlownessEvents7,SnapMirrorSrc,SnapReserve,SnapSchedule,SnapShotUsage,SnapShotUsageGB,SnapShotUsageTB,SpaceSavedFromDeduplication,Status,Tier,TotalInodes,Type,Usage,UsageGB,UsageTB,UsageUpdateTime,UsedGB,UsedTB,VolumeType,avg_latency,cluster,isSnapmirrored,isSystem,other_latency,other_ops,read_data,read_latency,read_ops,total_ops,write_data,write_latency,write_ops
4096000,,4000.0,3.906,ccdo.hdk.emu_models.008 ccdo.hdk.emu_models.007 ,false,0,0,0.0,0.0,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs279b_pdx_vol0,aggr0,,bwnap01a,04/14/2014 04:36:56,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,hsw,,0,01/21/2014 23:22:57,,409600,400.0,0.391,409600,400,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,3,0,FLEXCACHE,0,0.0,0.0,04/14/2014 04:36:56,0.0,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944820,,1899.238,1.855,bw-pve_EMU_USER_002 bw-pve_AVN_EMU_USER_002 bw-pve_AVN_EMU_USER_003 bw-pve_EMU_USER_001 ,false,18458022,16539,16.151,0.016,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,pve_vol1,aggr1,,bwnap01a,04/14/2014 04:34:53,42,false,1.186,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:36:44,,1653760,1615.0,1.577,1945600,1900,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,3,31876689,NETAPP,986133,963.021,0.94,04/14/2014 04:34:53,963.021,0.94,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689600,,1650.0,1.611,bw-pve_AVN_EMU_USER_005 bw-pve_EMU_USER_003 bw-pve_AVN_EMU_USER_006 ,false,15900038,255221,249.239,0.243,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,pve_vol2,aggr1,,bwnap01a,04/14/2014 04:34:55,50,false,1.176,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:36:44,,1653760,1615.0,1.577,1945600,1900,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,3,31876689,NETAPP,1031652,1007.473,0.984,04/14/2014 04:34:55,1007.473,0.984,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,10303632,13107,12.8,0.012,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap01a,04/14/2014 04:34:08,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:36:44,,13107,12.8,0.012,16384,16,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,3,10310779,NETAPP,1610,1.572,0.002,04/14/2014 04:34:08,1.572,0.002,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,10303631,13107,12.8,0.012,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap01b,04/14/2014 04:38:49,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:39:04,,13107,12.8,0.012,16384,16,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,3,10310779,NETAPP,1416,1.383,0.001,04/14/2014 04:38:49,1.383,0.001,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,7769025,204800,200.0,0.195,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap02a,04/14/2014 04:32:11,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:33:02,,204800,200.0,0.195,256000,250,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,2,7782396,NETAPP,7944,7.758,0.008,04/14/2014 04:32:11,7.758,0.008,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,7769083,204800,200.0,0.195,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap02b,04/14/2014 04:31:22,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,204800,200.0,0.195,256000,250,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,2,7782396,NETAPP,8117,7.927,0.008,04/14/2014 04:31:22,7.927,0.008,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,7775401,217600,212.5,0.208,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap03a,04/14/2014 04:38:05,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:46,,217600,212.5,0.208,256000,250,0,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,2,7782396,NETAPP,6722,6.564,0.006,04/14/2014 04:38:05,6.564,0.006,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,7775265,217600,212.5,0.208,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap03b,04/14/2014 04:28:10,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:14,,217600,212.5,0.208,256000,250,0,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,2,7782396,NETAPP,3910,3.818,0.004,04/14/2014 04:28:10,3.818,0.004,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048000,,2000.0,1.953,bw-il_scratch006 bw-il_scratch008 bw-il_scratch001 ,true,256582840,1040932,1016.535,0.993,1,,4,,0,,,1,false,,false,,ibw,false,,,vol1,,,bwefs01a.ibw.intel.com,04/14/2014 04:32:08,1,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,10/12/2011 14:10:19,,3088932,3016.535,2.946,3088932,3016,2,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,5,257949694,EMC,1186769,1158.954,1.132,04/14/2014 04:32:08,1158.954,1.132,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816762,,1774.182,1.733,eda_data_disk0007 gen_adm_ecdw gen_adm_netbatch gen_adm_cfengine eda_data_disk0004 gen_adm_ecam ibw_ldg_vt_disk001 gen_adm_gns gen_adm_csd gen_adm_osgot gen_adm_nas_disk001 eda_license bw-ibwusers eda_data_disk0001 eda_adm eda_data_disk0003 ibwusershome eda_tools eda_group ibw_legacy_proj eda_data_disk0006 proj_vt_tools gen_adm_dsttm eda_data_disk0002 ,false,12754901,426780,416.777,0.407,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol1,aggr0,,bwnap01a,04/14/2014 04:31:57,60,false,1.2,/nfs/site/stod,,false,false,41.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:36:44,,1869619,1825.8,1.783,2199552,2148,2,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,582915,Active,3,31876689,NETAPP,805658,786.775,0.768,04/14/2014 04:31:57,786.775,0.768,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,false,31876566,7841,7.657,0.007,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol1,aggr0,,bwnap01b,04/14/2014 04:33:50,0,false,1.001,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:39:04,,7834,7.65,0.007,9216,9,0,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,9,Active,3,31876689,NETAPP,4161,4.063,0.004,04/14/2014 04:33:50,4.063,0.004,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551452,,1515.09,1.48,eda_data_disk_lnv_01 ibw_proj_avtb eda_data_disk0008 ibw_proj_eda ibw_proj_chuckanut ibw_cse_disk002 proj_dpg_tests ibw_conf_papers ibw_proj_cse eda_data_disk_lrb_02 proj_dpg_arch ibw_vt_disk003 bw-ec_vminfra gen_adm_synchronicity ibw_disks_avtb_disk1 ibw_cse_disk001 ibw_ldg_vt_disk001_risk ibw_proj_acd_proj ibw_proj_CTO ibw_vt_disk004 gen_adm_ec_local_sudo eda_data_disk_lrb_01 bw-ec_ecgo gen_adm_linuxset ,true,26193328,319908,312.41,0.305,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol1,aggr0,,bwnap02a,04/14/2014 04:38:06,18,false,1.0,/nfs/site/stod,,false,false,35.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:33:02,,1871360,1827.5,1.785,2201600,2150,2,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,394840,Active,2,31876689,NETAPP,731117,713.981,0.697,04/14/2014 04:38:06,713.981,0.697,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3328100,,3250.098,3.174,ibw_disks_mcg_snv_ckt0003 BW-DEG_VCG_MCEMU_MODREL06 VCG_LRB2_MCEMU002 bw-vcg_proj_sle ibw_disks_mcg_snv_ckt0004 VCG_LRB2_MCEMU001 eda_data_eda_socenv_07 ,true,20034867,6402,6.252,0.006,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol1,aggr0,,bwnap02b,04/14/2014 04:26:28,37,false,1.0,/nfs/site/stod,,false,false,32.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,3334502,3256.35,3.18,3922944,3831,3,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,578870,Active,2,31876689,NETAPP,1195859,1167.831,1.14,04/14/2014 04:26:28,1167.831,1.14,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808970,,790.01,0.771,eda_mtl_data_disk_01 bw-ctg_mtl_gml bw-il_disk_mtl_02 bw-eda_socenv_10 bw-ctg_mtl_gml_disk001 bw-il_disk005 bw-il_disk001 ,false,26068721,415160,405.43,0.396,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol1,aggr0,,bwnap03a,04/14/2014 04:31:33,18,false,1.172,/nfs/site/stod,,false,false,31.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:46,,1044480,1020.0,0.996,1228800,1200,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,179148,Active,2,31876689,NETAPP,396423,387.132,0.378,04/14/2014 04:31:33,387.132,0.378,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3260971,,3184.542,3.11,ibw_disks_bw-iag_cap_mnr_0020 bw-iag_cap-mnr_eda-gns0001 bw-proj-cdr ibw_disks_bw-iag_cap_mnr-ivb_scache proj_mnr ibw_ams_team_disk001 ibw_disks_bw-iag_cap_mnr_0013 ibw_disks_mnr_tcad bw-iag_cap_mnr-ivb_PV-archive ibw_disks_bw-iag_cap_mnr_0006 ibw_disks_bw-iag_cap_mnr_0018 bw-iag_cap-mnr_0010 bw-iag_cap_mnr_0002 ibw_disks_exalab_disk0001 bw-deg_dap-btc_001 bw-iag_cap_mnr-ivb_0006 bw-iag_cap_mnr-ivb_0003 bw-iag_cap_mnr_UE0002 bw-iag_cap_mnr-ivb_0004 bw-iag_cap_mnr_0003 bw-iag_cap_mnr-ivb_0002 bw-iag_cap_mnr_0010 bw-iag_cap_mnr-ivb_0001 bw-iag_cap_mnr_0004 ibw_disks_bw-iag_cap_mnr-ivb_ivbstd ibw_disks_bw-iag_cap_mnr_0014 ibw_disks_bw-iag_cap_mnr-ivb_0009 ibw_disks_bw-iag_cap_mnr-ivb_be-idc0001 bw-deg_dap-btc_002 bw-iag_cap_mnr-ivb_0007 bw-iag_cap_mnr_0001 ibw_disks_mcd_mnr-hwtv_itgr-int001 bw-iag_cap-mnr_UE0001 bw-iag_cap-mnr_val0002 bw-iag_cap_mnr_0008 bw-deg_dap-btc_work001 ibw_disks_mnr.tests.2 BW-DEG_ADO_PG2 ,false,7432402,1017218,993.377,0.97,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol1,aggr0,,bwnap03b,04/14/2014 04:30:12,84,false,1.2,/nfs/site/stod,,false,false,43.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:14,,3565158,3481.6,3.4,4194304,4096,4,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,1230431,Active,2,46186325,NETAPP,1584614,1547.475,1.511,04/14/2014 04:30:12,1547.475,1.511,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921600,,900.0,0.879,ibw_disks_cds_c14.vobs ,false,31702452,153699,150.097,0.147,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,vol10,aggr0,,bwnap01b,04/14/2014 04:28:13,1,false,1.124,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,10/10/2013 09:01:35,,956672,934.25,0.912,1125496,1099,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,3,31876689,NETAPP,659274,643.822,0.629,04/14/2014 04:28:13,643.822,0.629,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4213760,,4115.0,4.019,hdk.vlw.001 ibw_disks_hdk71.noble.admin hdk.logs.01 hdk.archive.001 ibw_disks_hdk.cad.2 ibw_disks_hdk71.noble.1 hdk.dms.001 hdk.collateral.1 ibw_disks_hdk71.noble-linktree.1 hdk.prdenv.1 hdk.devenv.1 hdk.lcroot.001 hdk.cad.1 ibw_disks_hdk.vlw.002 ,true,10468094,19866,19.4,0.019,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,vol10,aggr0,,bwnap02a,04/14/2014 04:37:09,70,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:33:03,,4233626,4134.4,4.038,4980736,4864,4,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,2,35064340,NETAPP,2399979,2343.729,2.289,04/14/2014 04:37:09,2343.729,2.289,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4002816,,3909.0,3.817,ibw_disks_imc.soc.rtl.01 ccdo.soc.cad_root.1 ccdo.soc.cpan.lib.000 ccdo.hdk.valid_root.000 ccdo.soc.hdk.rtl.001 ccdo.soc.hdk.rtl.000 ccdo.soc.cad_root.0 ibw_disks_imc.soc.rtl.00 ,true,1841630,102,0.1,0.0,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol10,aggr0,,bwnap02b,04/14/2014 04:28:51,96,false,1.0,/nfs/site/stod,,false,false,49.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,4002918,3909.1,3.817,4709315,4598,4,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,1583923,Active,2,47137302,NETAPP,1594443,1557.073,1.521,04/14/2014 04:28:51,1557.073,1.521,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901120,,880.0,0.859,ibw_disks_imc_crc_synth0001 ibw_disks_mcg_crccp_0001 mcg_crc_uswork0001 ,true,31763410,34560,33.75,0.033,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,vol11,aggr0,,bwnap02a,04/14/2014 04:31:58,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:33:03,,935680,913.75,0.892,1100800,1075,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,2,31876689,NETAPP,421931,412.042,0.402,04/14/2014 04:31:58,412.042,0.402,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048001,,2000.001,1.953,ibw_disks_placeholder_Nova14 bw-mcg_cds_c14 ,true,31755775,107980,105.449,0.103,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,vol11,aggr0,,bwnap02b,04/14/2014 04:28:35,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,2155981,2105.45,2.056,2536448,2477,2,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,2,31876689,NETAPP,30776,30.055,0.029,04/14/2014 04:28:35,30.055,0.029,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126400,,1100.0,1.074,ibw_disks_mcg_no73lay_disk0003 ibw_disks_mcg_no73lay_disk0002 bw-mcg-ibw_ccase_disk0001 ,true,31865633,14694,14.35,0.014,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,vol12,aggr0,,bwnap02a,04/14/2014 04:28:07,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:33:03,,1141094,1114.35,1.088,1342464,1311,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,2,31876689,NETAPP,2365,2.31,0.002,04/14/2014 04:28:07,2.31,0.002,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,31876593,1023999,999.999,0.977,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,vol12,aggr0,,bwnap02b,04/14/2014 04:29:01,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,1023999,999.999,0.977,1204705,1176,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,2,31876689,NETAPP,240,0.234,0.0,04/14/2014 04:29:01,0.234,0.0,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
